batter,bowling_team,runs,balls,strike_rate
A Ashish Reddy,Chennai Super Kings,3.0,3,100.0
A Ashish Reddy,Mumbai Indians,10.0,10,100.0
A Ashish Reddy,Punjab Kings,8.0,8,100.0
A Chopra,Delhi Capitals,13.0,18,72.22222222222221
A Chopra,Mumbai Indians,1.0,4,25.0
A Chopra,Punjab Kings,2.0,3,66.66666666666666
A Chopra,Royal Challengers Bangalore,2.0,5,40.0
A Chopra,Sunrisers Hyderabad,35.0,45,77.77777777777779
A Flintoff,Delhi Capitals,16.0,18,88.88888888888889
A Flintoff,Mumbai Indians,24.0,25,96.0
A Flintoff,Royal Challengers Bangalore,22.0,14,157.14285714285714
A Kumble,Chennai Super Kings,3.0,6,50.0
A Kumble,Delhi Capitals,2.0,2,100.0
A Kumble,Mumbai Indians,9.0,12,75.0
A Kumble,Punjab Kings,9.0,15,60.0
A Kumble,Rajasthan Royals,8.0,8,100.0
A Kumble,Sunrisers Hyderabad,4.0,6,66.66666666666666
A Mishra,Chennai Super Kings,19.0,16,118.75
A Mishra,Delhi Capitals,6.0,7,85.71428571428571
A Mishra,Kochi Tuskers Kerala,0.0,1,0.0
A Mishra,Kolkata Knight Riders,57.0,55,103.63636363636364
A Mishra,Mumbai Indians,72.0,60,120.0
A Mishra,Punjab Kings,18.0,18,100.0
A Mishra,Rajasthan Royals,8.0,16,50.0
A Mishra,Rising Pune Supergiant,0.0,1,0.0
A Mishra,Sunrisers Hyderabad,6.0,15,40.0
A Mithun,Chennai Super Kings,11.0,8,137.5
A Mithun,Delhi Capitals,5.0,6,83.33333333333334
A Mithun,Punjab Kings,16.0,10,160.0
A Mukund,Rajasthan Royals,0.0,1,0.0
A Nehra,Chennai Super Kings,1.0,2,50.0
A Nehra,Punjab Kings,6.0,21,28.57142857142857
A Nehra,Sunrisers Hyderabad,22.0,16,137.5
A Singh,Chennai Super Kings,1.0,2,50.0
A Singh,Delhi Capitals,0.0,1,0.0
A Singh,Kolkata Knight Riders,1.0,4,25.0
A Singh,Mumbai Indians,0.0,3,0.0
A Symonds,Chennai Super Kings,131.0,123,106.5040650406504
A Symonds,Delhi Capitals,170.0,109,155.96330275229357
A Symonds,Kolkata Knight Riders,100.0,102,98.0392156862745
A Symonds,Mumbai Indians,22.0,26,84.61538461538461
A Symonds,Punjab Kings,154.0,121,127.27272727272727
A Symonds,Rajasthan Royals,201.0,138,145.65217391304347
A Symonds,Rising Pune Supergiant,19.0,18,105.55555555555556
A Symonds,Royal Challengers Bangalore,125.0,92,135.8695652173913
A Symonds,Sunrisers Hyderabad,52.0,52,100.0
A Uniyal,Delhi Capitals,4.0,6,66.66666666666666
A Uniyal,Mumbai Indians,0.0,1,0.0
AA Bilakhia,Chennai Super Kings,12.0,14,85.71428571428571
AA Bilakhia,Delhi Capitals,32.0,49,65.3061224489796
AA Bilakhia,Rajasthan Royals,3.0,9,33.33333333333333
AA Bilakhia,Royal Challengers Bangalore,22.0,16,137.5
AA Chavan,Delhi Capitals,7.0,6,116.66666666666667
AA Chavan,Kochi Tuskers Kerala,1.0,3,33.33333333333333
AA Chavan,Mumbai Indians,4.0,2,200.0
AA Jhunjhunwala,Chennai Super Kings,19.0,11,172.72727272727272
AA Jhunjhunwala,Delhi Capitals,59.0,60,98.33333333333333
AA Jhunjhunwala,Kolkata Knight Riders,45.0,37,121.62162162162163
AA Jhunjhunwala,Mumbai Indians,46.0,50,92.0
AA Jhunjhunwala,Punjab Kings,19.0,23,82.6086956521739
AA Jhunjhunwala,Royal Challengers Bangalore,18.0,29,62.06896551724138
AA Jhunjhunwala,Sunrisers Hyderabad,11.0,8,137.5
AA Noffke,Kolkata Knight Riders,9.0,12,75.0
AB Agarkar,Chennai Super Kings,20.0,14,142.85714285714286
AB Agarkar,Delhi Capitals,56.0,42,133.33333333333331
AB Agarkar,Mumbai Indians,24.0,28,85.71428571428571
AB Agarkar,Punjab Kings,1.0,2,50.0
AB Agarkar,Rajasthan Royals,39.0,35,111.42857142857143
AB Agarkar,Royal Challengers Bangalore,12.0,15,80.0
AB Agarkar,Sunrisers Hyderabad,15.0,8,187.5
AB Barath,Delhi Capitals,2.0,5,40.0
AB Barath,Mumbai Indians,33.0,28,117.85714285714286
AB Barath,Sunrisers Hyderabad,7.0,10,70.0
AB Dinda,Mumbai Indians,1.0,7,14.285714285714285
AB Dinda,Punjab Kings,2.0,5,40.0
AB Dinda,Rajasthan Royals,1.0,3,33.33333333333333
AB Dinda,Royal Challengers Bangalore,0.0,1,0.0
AB Dinda,Sunrisers Hyderabad,2.0,2,100.0
AB McDonald,Chennai Super Kings,8.0,7,114.28571428571428
AB McDonald,Delhi Capitals,30.0,19,157.89473684210526
AB McDonald,Mumbai Indians,33.0,31,106.4516129032258
AB McDonald,Punjab Kings,17.0,17,100.0
AB McDonald,Rajasthan Royals,14.0,9,155.55555555555557
AB McDonald,Royal Challengers Bangalore,21.0,18,116.66666666666667
AB de Villiers,Chennai Super Kings,231.0,154,150.0
AB de Villiers,Delhi Capitals,69.0,44,156.8181818181818
AB de Villiers,Kochi Tuskers Kerala,54.0,41,131.70731707317074
AB de Villiers,Kolkata Knight Riders,70.0,70,100.0
AB de Villiers,Mumbai Indians,151.0,133,113.53383458646617
AB de Villiers,Punjab Kings,148.0,122,121.31147540983606
AB de Villiers,Rajasthan Royals,229.0,179,127.93296089385476
AB de Villiers,Rising Pune Supergiant,59.0,34,173.52941176470588
AB de Villiers,Royal Challengers Bangalore,115.0,112,102.67857142857142
AB de Villiers,Sunrisers Hyderabad,149.0,116,128.44827586206898
AC Blizzard,Delhi Capitals,37.0,27,137.03703703703704
AC Blizzard,Kolkata Knight Riders,51.0,30,170.0
AC Blizzard,Punjab Kings,15.0,10,150.0
AC Blizzard,Rising Pune Supergiant,6.0,6,100.0
AC Blizzard,Royal Challengers Bangalore,10.0,11,90.9090909090909
AC Blizzard,Sunrisers Hyderabad,1.0,7,14.285714285714285
AC Gilchrist,Chennai Super Kings,182.0,131,138.93129770992368
AC Gilchrist,Delhi Capitals,264.0,160,165.0
